0,[-7.65422416e-04 -2.78257450e-03 -9.99995836e-01],5125935.406565146,1702944981696402893
1,[-9.79584278e-04 -1.84053510e-03 -9.99997826e-01],3569325.594002464,1702944983557733535
2,[-2.86761902e-04 -4.92986747e-04 -9.99999837e-01],2347281.299395097,1702944985025921707
3,[-3.68682165e-04 -5.46717682e-05 -9.99999931e-01],2183704.337621796,1702944985759606745
4,[-5.96590237e-04  8.10386689e-04 -9.99999494e-01],1882734.9014734945,1702944986493891910
5,[-0.00108383 -0.00191321 -0.99999758],3370265.014459785,1702944989365535811
6,[-9.03046826e-04 -2.17539190e-03 -9.99997226e-01],3100073.888696685,1702944992368860933
